iter	MAPE	RMSE
142	0.03043521926	143174.817
143	0.03044710402	142528.344
144	0.03046253654	141956.5576
145	0.03048788814	141667.4518
146	0.03048425271	141218.1159
147	0.03049235734	140990.4673
148	0.03039441677	140908.384
149	0.03041820836	140647.7274
150	0.02988271828	140527.0366
151	0.02988917208	139543.6764
152	0.02967096922	139479.4735
153	0.02911499266	139396.241
154	0.02912600368	138970.3498
155	0.02913016475	138251.3695
156	0.02912972928	137899.7224
157	0.02913095838	137736.4809
158	0.02912283453	137408.2887
159	0.02912147068	136920.5766
160	0.02908335918	136793.1158
161	0.0289621052	136733.584
162	0.0284367957	136639.7295
163	0.02844400665	136597.1887
164	0.02845071782	136557.8111
165	0.02835715012	136469.1027
166	0.02779292104	136315.574
167	0.02779511823	136233.606
168	0.02771891639	136165.5582
169	0.027735164	135939.2528
170	0.02774092436	135758.3694
171	0.02730395702	135634.7847
172	0.02732183138	134830.5422
173	0.02713618188	134777.9814
174	0.02712755631	134605.2803
175	0.02711984732	134442.716
176	0.02715530338	133820.0567
177	0.02662410227	133704.5851
178	0.02654860172	133515.035
179	0.02618233537	133465.1333
180	0.02607303531	133403.6339
181	0.02543026452	133331.0494
182	0.02542951192	132870.6474
183	0.02542352947	132370.805
184	0.02467882936	132343.4873
185	0.02467566145	132122.6828
186	0.02458614062	132075.1101
187	0.02460728391	131677.6848
188	0.02460909841	131600.857
189	0.02454466575	131537.5606
190	0.02453364913	131441.6073
191	0.02454338199	131156.7169
192	0.0245359331	130790.4274
193	0.02453501351	130454.2983
194	0.02417929181	130402.0421
195	0.02419487262	130192.1411
196	0.02405871105	130152.7568
197	0.02407352212	129732.8226
198	0.02405028435	129641.4836
199	0.02397509773	129605.6445
200	0.0239733623	129274.1587
201	0.0239874613	128608.6731
202	0.02361857119	128554.8247
203	0.02355147097	128524.8102
204	0.02354943643	128411.761
205	0.02328280528	128311.9809
206	0.02328877469	128128.3652
207	0.02329545495	127916.5326
208	0.02329288512	127642.1909
209	0.02330087862	127549.4108
210	0.02330713448	127374.0884
211	0.02330835822	127267.3849
212	0.02330373696	127167.4081
213	0.02266232471	127142.1989
214	0.0226676054	127051.2847
215	0.02267715989	126968.1926
216	0.02265705327	126899.8454
217	0.02265351251	126813.4265
218	0.02251329666	126775.7515
219	0.02250105227	126722.4483
220	0.02253615533	126535.1856
221	0.02217662487	126505.4414
222	0.02217414859	126433.9288
223	0.02217533911	126127.4741
224	0.02216093344	126063.5
225	0.02215945629	125917.4214
226	0.02215923408	125687.2826
227	0.02215646488	125110.255
228	0.02217063724	125001.3464
229	0.02217404653	124931.6314
230	0.02216866213	124748.5156
231	0.02197420338	124667.8345
232	0.02197466187	124425.7077
233	0.02191588659	124308.994
234	0.02191633171	124199.6005
235	0.0219183877	124085.7859
236	0.02165128634	124049.3225
237	0.0216445024	123939.5747
238	0.02164968182	123787.8139
239	0.02164336301	123734.5528
240	0.02166230881	123558.5917
241	0.02142756318	123533.3125
242	0.02143203783	123334.8451
243	0.02128757403	123296.9076
244	0.02125131028	123260.4061
245	0.0212478054	122872.5364
246	0.02095022539	122839.5239
247	0.02094854025	122694.5299
248	0.02072822373	122662.4586
249	0.0206844501	122628.3364
250	0.02068073872	122359.6065
251	0.02067566541	122297.218
252	0.0206764662	122035.5801
253	0.0206795312	121809.0879
254	0.0206993045	121707.1329
255	0.02069543959	121648.254
256	0.02070096442	121536.3459
257	0.02052481778	121511.6037
258	0.02053120287	121446.4538
259	0.02014319914	121422.8564
260	0.02013820812	121374.5068
261	0.02014442125	121312.4501
262	0.02015347905	121188.0902
263	0.02015956759	121040.27
264	0.02016376372	120756.3461
265	0.02004393614	120729.48
266	0.02005185142	120546.5139
267	0.01982011005	120527.255
268	0.01976112548	120494.9766
269	0.01943963328	120482.3167
270	0.01944928924	120396.3786
271	0.01944289655	120326.7035
272	0.01914926641	120308.9715
273	0.0190436188	120280.5875
274	0.01903187404	120133.4454
275	0.01903186707	119913.8762
276	0.01869516255	119901.6211
277	0.01838407782	119884.0791
278	0.01838088047	119699.0196
279	0.01836672514	119387.2093
280	0.01836467777	119219.1992
281	0.01833402536	119183.3293
282	0.01833316257	119064.447
283	0.01832802292	118851.4094
284	0.01833342624	118777.0341
285	0.0183301062	118746.8683
286	0.01833024406	118668.0936
287	0.01831745427	118631.06
288	0.01822785328	118609.8723
289	0.01821520669	118562.5721
290	0.01822886813	118469.2881
291	0.01822578527	118441.963
292	0.01821119228	118421.3094
293	0.01815902289	118396.6576
294	0.01815335882	118269.1467
295	0.01783546145	118261.9455
296	0.01759131054	118247.3218
297	0.01759586633	118215.2125
298	0.01760051919	118173.5093
299	0.01744808208	118161.4567
300	0.01744354771	117571.3966
301	0.01744001466	117495.0387
302	0.0174422236	117284.6243
303	0.01744948044	117201.6144
304	0.01735507742	117180.155
305	0.01736271462	117115.0726
306	0.01736533475	117053.7311
307	0.0173187219	116911.6504
308	0.01732363127	116416.9996
309	0.01733792975	116300.9576
310	0.01733486766	116275.5962
311	0.0172743262	116225.5097
312	0.01707064009	116214.429
313	0.01704943302	116202.6232
314	0.01706255606	116111.1536
315	0.01705640837	116075.9285
316	0.01704003889	116027.0947
317	0.01700520662	115995.1777
318	0.01699989771	115531.388
319	0.01698052349	115508.67
320	0.0168210437	115490.3182
321	0.01681999199	115335.6335
322	0.01682196294	115169.6308
323	0.01682170522	115015.9686
324	0.01682960064	114911.131
325	0.0168248854	114547.3794
326	0.01678661447	114521.9087
327	0.01677106324	114450.486
328	0.01677790731	114403.4719
329	0.01677954825	114340.8489
330	0.01665447835	114329.5531
331	0.01640004747	114316.5382
332	0.01639732343	114294.0709
333	0.01639347829	114183.53
334	0.01639457264	114129.8814
335	0.01639446377	113950.2965
336	0.01640187891	113862.2567
337	0.01629734056	113833.443
338	0.01628974737	113805.5407
339	0.01626715064	113781.653
340	0.0162566454	113716.061
341	0.01625332287	113695.6897
342	0.01625091121	113603.3429
343	0.01625949527	113574.4893
344	0.01625639582	113555.6717
345	0.01611517679	113536.7169
346	0.01594586297	113527.5459
347	0.01582389103	113518.4738
348	0.01582162844	113501.7402
349	0.01582992463	113430.1532
350	0.01564906629	113421.032
351	0.01564479929	113377.2325
352	0.01564557663	113312.3072
353	0.01565105175	113198.8001
354	0.01560912842	113177.4458
355	0.01560069771	113129.6648
356	0.0155995943	112932.9767
357	0.01560581288	112912.6829
358	0.01549581778	112889.2077
359	0.0154959573	112780.3608
360	0.01550265391	112712.6366
361	0.01549222098	112625.2908
362	0.01548448186	112446.0733
363	0.01548238826	112411.8321
364	0.01545027856	112391.0445
365	0.01544321367	112320.8962
366	0.01544245805	112227.9255
367	0.0154404842	112187.1704
368	0.01543698747	112175.0707
369	0.01532922766	112160.3805
370	0.01532429215	112122.6944
371	0.01526647309	112109.3914
372	0.01523584542	112089.913
373	0.01523501187	112011.1413
374	0.01523362952	111698.7758
375	0.01523733828	111579.4571
376	0.01524581917	111498.5688
377	0.01520692494	111479.9328
378	0.01504562862	111473.8602
379	0.015031437	111363.9717
380	0.01503439133	111332.616
381	0.01503488916	111256.7542
382	0.01502357394	111194.2362
383	0.01494101002	111176.2446
384	0.01493907814	111137.6419
385	0.01494502913	111067.057
386	0.01494326889	110975.0032
387	0.01494359468	110931.5242
388	0.01494703648	110839.3051
389	0.01494615395	110738.3193
390	0.01494470577	110650.1143
391	0.01494444388	110577.5737
392	0.01494445656	110565.9813
393	0.01487114131	110537.3789
394	0.01486986938	110491.9049
395	0.01486584786	110461.5825
396	0.01472537424	110452.9487
397	0.01464737862	110443.0369
398	0.01451847592	110417.5093
399	0.01452002547	110371.7397
400	0.01449065455	110353.6274
401	0.01449290753	110312.7675
402	0.01449587604	110287.7104
403	0.01449463191	110258.8865
404	0.01448227501	110230.3162
405	0.01448272205	110219.8316
406	0.01448092016	110103.0411
407	0.01445336626	110084.8732
408	0.01445478038	109998.9988
409	0.01439071545	109980.1893
410	0.01438916381	109815.5669
411	0.01438720716	109515.4881
412	0.01438356553	109497.7417
413	0.01438166643	109372.821
414	0.01418803106	109368.4145
415	0.01412287705	109355.192
416	0.01401136309	109348.4144
417	0.01393577616	109337.8521
418	0.01393580211	109230.9328
419	0.01393812494	109219.6376
420	0.01386341686	109202.3956
421	0.01386178883	109111.4322
422	0.01386281618	109008.5264
423	0.01386075613	108919.5828
424	0.01385976315	108894.4706
425	0.01382683755	108879.4749
426	0.01374908714	108871.6038
427	0.01374707341	108778.6997
428	0.01374681533	108769.2254
429	0.01374880732	108734.5006
430	0.01374930823	108717.796
431	0.01374789194	108646.9906
432	0.01374678577	108630.9357
433	0.01374730731	108483.7566
434	0.01374222815	108438.6497
435	0.01370026998	108429.3851
436	0.01370157509	108368.305
437	0.01370294466	108055.895
438	0.01369083211	108032.8771
439	0.01369117448	108024.8424
440	0.01368861169	107910.6794
441	0.01366955166	107898.2489
442	0.01366902771	107837.0953
443	0.0136683328	107823.742
444	0.01366899344	107770.2859
445	0.01349529783	107760.5842
446	0.01349484831	107748.8271
447	0.01349520609	107684.4296
448	0.01349733703	107643.4509
449	0.01349553456	107556.3445
450	0.01348232909	107542.3179
451	0.01347219984	107431.0738
452	0.01347071187	107359.9969
453	0.0134703252	107280.3448
454	0.01346549437	107262.916
455	0.01336588337	107257.9982
456	0.01334265022	107247.7589
457	0.01334132486	107179.705
458	0.01334065084	107149.8147
459	0.01334007185	107080.6286
460	0.01333885747	107052.6806
461	0.01333908844	107032.7933
462	0.01328131028	107028.1683
463	0.01325936477	107013.7419
464	0.01325732097	106972.2924
465	0.01322793224	106967.0467
466	0.01322642429	106944.1042
467	0.01322807204	106658.6439
468	0.01322805091	106618.1316
469	0.01323107105	106528.4354
470	0.01322878315	106490.9594
471	0.01323285941	106211.6463
472	0.0132330364	106192.8466
473	0.01323518285	105953.0233
474	0.01323621333	105917.1498
475	0.01318683247	105851.0157
476	0.01318719293	105809.1725
477	0.01318694426	105782.7234
478	0.01318548869	105725.8997
479	0.01316478037	105718.0861
480	0.01316554129	105679.2223
481	0.01316586096	105662.088
482	0.01307473104	105650.8879
483	0.01296756221	105647.4422
484	0.01290342402	105639.3447
485	0.01285181453	105629.2646
486	0.01285113792	105553.2233
487	0.01285066995	105515.9987
488	0.01285060223	105448.086
489	0.01285135168	105425.1408
490	0.01271739345	105422.2147
491	0.01271538114	105393.4265
492	0.01270323653	105379.1401
493	0.0126648759	105367.1338
494	0.01266637193	105329.1227
495	0.01266355142	105314.0881
496	0.01266112214	105241.5394
497	0.01265624201	105216.1057
498	0.01261606757	105202.7724
499	0.01261556432	105191.6903
500	0.01261627227	105157.8755
501	0.0126144638	105113.1513
502	0.0126153992	105096.288
503	0.01261173483	105071.7522
504	0.01257558057	105062.9862
505	0.01253677971	105056.1472
506	0.01253273221	105043.693
507	0.01253089588	104871.6275
508	0.01253025262	104851.2099
509	0.01253042405	104792.2299
510	0.01253016301	104701.3418
511	0.01251423672	104691.6294
512	0.0125164907	104650.4773
513	0.01251766346	104622.2185
514	0.01237070925	104619.0211
515	0.01228310898	104614.3041
516	0.01228516298	104402.8177
517	0.01228240871	104352.2015
518	0.01226295284	104331.6361
519	0.01226123784	104226.9512
520	0.01220424022	104220.8318
521	0.01220281236	104187.9251
522	0.01219682062	104163.9961
523	0.01219536556	104130.0533
524	0.01213276274	104125.9645
525	0.01212914907	104081.9325
526	0.01212782201	104030.8344
527	0.01212642657	103998.4007
528	0.01212837271	103810.9023
529	0.01212820479	103800.366
530	0.0121282227	103764.5383
531	0.01212789765	103743.3821
532	0.01212796802	103701.3492
533	0.0121243548	103676.158
534	0.01212091287	103666.0011
535	0.01211799187	103618.7107
536	0.01211827975	103600.4287
537	0.0121138623	103592.0426
538	0.01210918477	103567.9542
539	0.01210995644	103370.6771
540	0.01208678819	103345.9353
541	0.01208696625	103313.1371
542	0.0120842659	103286.6851
543	0.0120810279	103276.0291
544	0.01206762078	103167.1441
545	0.01206604518	103128.5453
546	0.01206594441	103076.4231
547	0.01205903725	103052.7792
548	0.01205924232	103039.9455
549	0.01199163311	103037.2504
550	0.01199194386	103007.762
551	0.01194008408	103004.5144
552	0.01190589739	102997.9394
553	0.01190390787	102987.5176
554	0.01189524696	102966.2881
555	0.01189279718	102901.216
556	0.01189338878	102889.3951
557	0.0117673129	102887.0823
558	0.0117662385	102865.3877
559	0.01175373498	102858.2092
560	0.01175493275	102844.7435
561	0.01175429088	102825.1943
562	0.01175364799	102765.8467
563	0.01174746869	102747.7922
564	0.01174645255	102693.9575
565	0.01174483777	102652.6148
566	0.0117432877	102617.3207
567	0.01174189825	102560.1711
568	0.01174347669	102411.085
569	0.01169122862	102407.7454
570	0.01169017743	102384.9326
571	0.0116870747	102322.0599
572	0.01168848369	102185.2914
573	0.01166219452	102178.7068
574	0.01166042877	102162.777
575	0.01165833692	102111.3205
576	0.01165631735	102073.1954
577	0.01164801376	102048.3489
578	0.01164760672	102010.0187
579	0.01164415627	101956.2296
580	0.01164222712	101935.3577
581	0.01166027885	101796.869
582	0.01165980532	101748.5386
583	0.01165876107	101698.6991
584	0.01157343114	101694.8751
585	0.01155279295	101687.0226
586	0.01155270016	101661.4992
587	0.01155176123	101627.2312
588	0.01155154345	101600.5833
589	0.01155105227	101589.7676
590	0.01151258427	101585.9448
591	0.0114849283	101576.034
592	0.01144838056	101567.8612
593	0.01144837449	101538.6137
594	0.01144765007	101491.804
595	0.01142085682	101485.8188
596	0.01142057631	101455.3926
597	0.01141935332	101440.4049
598	0.01141658528	101390.2711
599	0.01141561038	101343.0147
600	0.01141205589	101264.5077
601	0.01136972607	101262.1082
602	0.01136843493	101245.4853
603	0.01136774634	101216.7865
604	0.01138285884	101092.9532
605	0.01138282428	101007.2492
606	0.01134348565	100999.13
607	0.01134341758	100970.8179
608	0.01126282566	100969.1403
609	0.01126151217	100921.746
610	0.01126185357	100906.7175
611	0.01126094811	100879.2072
612	0.01126147232	100848.7358
613	0.01126158823	100822.743
614	0.0112608781	100809.9132
615	0.0112519231	100805.3539
616	0.01122975969	100801.2372
617	0.01122989399	100793.3119
618	0.01122697527	100765.6952
619	0.01122117708	100745.7555
620	0.01120447402	100725.4099
621	0.01119708982	100708.8046
622	0.01119607529	100687.6419
623	0.0111959305	100664.1606
624	0.01119569779	100652.4472
625	0.0111545047	100650.1829
626	0.01115598468	100610.2795
627	0.01113603501	100571.0039
628	0.0111348327	100537.2779
629	0.01113395196	100509.3477
630	0.01113356692	100425.502
631	0.0111324903	100382.6634
632	0.01113145686	100369.1517
633	0.0111283041	100318.4127
634	0.01109587756	100314.5061
635	0.01109503162	100274.9319
636	0.01109449428	100238.8825
637	0.01109246876	100211.0383
638	0.01109355409	100171.9857
639	0.01109373841	100158.6696
640	0.01107019677	100153.6464
641	0.01107054756	100131.5412
642	0.0110683098	100082.3384
643	0.01108203405	99975.681
644	0.01108245676	99953.14692
645	0.01107932071	99943.95055
646	0.01107862218	99911.98591
647	0.01107564028	99845.8667
648	0.01107607217	99833.88112
649	0.01096060142	99832.51192
650	0.01093571696	99827.32112
651	0.010935552	99810.1677
652	0.01092687496	99799.96088
653	0.01088566579	99797.38136
654	0.01088568708	99791.28562
655	0.0108492984	99788.62478
656	0.01084717285	99764.11924
657	0.01084777722	99741.96167
658	0.01081166381	99736.46294
659	0.01080989499	99723.43843
660	0.01080987341	99692.24498
661	0.01081042959	99681.80416
662	0.01080565587	99662.28442
663	0.01080386558	99617.19174
664	0.01080489237	99596.98286
665	0.01080402866	99565.75932
666	0.01080382287	99561.54444
667	0.01080343234	99529.44617
668	0.01074824209	99522.99134
669	0.01074677791	99494.33116
670	0.01074544599	99437.42233
671	0.01074638298	99415.03655
672	0.01074614986	99390.90005
673	0.01074579256	99358.15841
674	0.01071187508	99352.95987
675	0.01069321058	99334.7187
676	0.01069295661	99290.9513
677	0.01068599722	99283.17662
678	0.01066386253	99275.83152
679	0.01065918859	99266.01603
680	0.01065953452	99257.41344
681	0.0106555693	99221.49706
682	0.0106353798	99215.99751
683	0.01063312672	99194.69186
684	0.01062989133	99171.48681
685	0.01056662263	99169.87993
686	0.01056725688	99151.11284
687	0.01056591304	99114.44762
688	0.01056414538	99104.5879
689	0.01055454329	99098.33192
690	0.01055158707	99086.0691
691	0.01053897583	99079.46565
692	0.01053668975	99049.84712
693	0.01053606808	99018.93227
694	0.01053421271	99009.6455
695	0.01053401525	98956.37002
696	0.01051932686	98950.77253
697	0.01051602986	98942.836
698	0.01050587398	98936.74333
699	0.01047881518	98934.33285
700	0.01047740046	98919.97812
701	0.01047759439	98907.69728
702	0.0104768619	98903.75785
703	0.01043667392	98899.57155
704	0.01043531426	98882.28298
705	0.01043442017	98873.84566
706	0.01043495876	98857.45424
707	0.01043361474	98829.43067
708	0.0104336168	98804.0492
709	0.01043374723	98793.85463
710	0.01044539168	98704.10022
711	0.01044594495	98686.79092
712	0.01042860169	98655.91215
713	0.01042732637	98634.73839
714	0.01042742509	98627.0593
715	0.01042295986	98596.12607
716	0.01042336337	98577.89721
717	0.01041084411	98574.07182
718	0.01040951315	98562.87615
719	0.01032853599	98561.86092
720	0.01032765366	98554.49351
721	0.01032554311	98536.28045
722	0.01032312883	98507.52657
723	0.01031923509	98496.17097
724	0.01030769751	98476.52306
725	0.01030298652	98468.52237
726	0.01030260569	98460.26827
727	0.01030236985	98441.03792
728	0.01026635234	98438.78005
729	0.0102589155	98367.02036
730	0.01024311287	98362.6271
731	0.0102384905	98328.22365
732	0.01023014076	98299.60149
733	0.01022912833	98281.24411
734	0.01022921473	98248.47476
735	0.01022896161	98235.31015
736	0.01017387644	98232.71009
737	0.01017400252	98194.3892
738	0.01017204242	98166.58032
739	0.01011018845	98165.80503
740	0.01009838542	98125.38922
741	0.01006154618	98118.74316
742	0.01004826006	98106.07418
743	0.0100489131	98086.31472
744	0.0100483913	98065.71314
745	0.01004642162	98053.96359
746	0.01004664732	98042.41682
747	0.01004690669	98032.51012
748	0.01004637665	98022.69259
749	0.01004760133	98010.1295
750	0.01004787472	97992.46362
751	0.01004656751	97978.29014
752	0.01004529633	97940.41771
753	0.01004181833	97939.06749
754	0.0100413976	97926.98991
755	0.01004033843	97913.16429
756	0.01003922844	97896.3145
757	0.01003470118	97890.40824
758	0.01002550982	97875.81866
759	0.01002386679	97861.77888
760	0.01002163442	97855.4001
761	0.01002180567	97852.91592
762	0.01000419575	97849.45958
763	0.01000250989	97818.8149
764	0.01000237241	97803.97503
765	0.0100020917	97790.49476
766	0.0100015186	97774.1112
767	0.009995127741	97766.87889
768	0.009991318808	97696.80585
769	0.009990842956	97682.79819
770	0.009952835385	97680.9972
771	0.009950835009	97647.60204
772	0.009950282633	97629.35981
773	0.009948492178	97613.36251
774	0.009945489011	97548.88871
775	0.009943216735	97489.49767
776	0.009943936874	97478.66941
777	0.009918771388	97476.76561
778	0.009907028579	97461.80289
779	0.009901295164	97417.25109
780	0.009834748518	97416.0388
781	0.00982741822	97381.43269
782	0.009827464037	97350.88405
783	0.009827310965	97339.2526
784	0.009825982588	97314.67666
785	0.009825426312	97270.7357
786	0.009823207775	97263.82707
787	0.009823391553	97258.90095
788	0.009822572506	97243.23049
789	0.009822215091	97239.27416
790	0.009821980089	97210.19681
791	0.009821317499	97205.85343
792	0.009821341922	97187.12276
793	0.009821023627	97183.63919
794	0.009820566803	97180.44964
795	0.009819552414	97172.28819
796	0.009820855984	97144.09077
797	0.009819563082	97081.74831
798	0.00981812821	97046.10019
799	0.009820336322	97017.18125
800	0.009819182761	96955.99802
801	0.009817997519	96944.63122
802	0.009817700327	96928.34397
803	0.009817150229	96916.97295
804	0.009801063011	96914.48219
805	0.009788622464	96911.38185
806	0.009788327026	96906.92239
807	0.009787839075	96869.01081
808	0.009787423851	96852.9755
809	0.009789312941	96838.197
810	0.009785641662	96833.31325
811	0.009784407514	96829.48988
812	0.009748088184	96827.75702
813	0.009747724562	96818.57595
814	0.009742989333	96796.84324
815	0.009740313266	96780.51877
816	0.009739660066	96771.33737
817	0.009735014125	96765.34307
818	0.009733359425	96748.08716
819	0.009733391275	96736.94942
820	0.009693335476	96736.34782
821	0.00969140048	96727.99106
822	0.009690502272	96713.19201
823	0.009690939286	96690.22746
824	0.009689517062	96673.00873
825	0.009686530987	96665.9948
826	0.009684233623	96650.85658
827	0.009684420044	96639.45942
828	0.009635936415	96637.34653
829	0.009599469937	96633.61965
830	0.009597964366	96628.57087
831	0.009573146501	96625.20814
832	0.009570773949	96615.73401
833	0.009569870516	96591.22072
834	0.009570005951	96574.00215
835	0.009569967218	96559.4616
836	0.00956996875	96549.62678
837	0.009566838227	96540.72348
838	0.009566283134	96511.62153
839	0.009563743691	96507.71566
840	0.009563433525	96488.03419
841	0.009563518869	96475.77047
842	0.009562898729	96464.19365
843	0.00956267054	96461.99175
844	0.009561190329	96445.28921
845	0.009560090676	96436.89446
846	0.009560153181	96414.7038
847	0.00955977705	96408.89331
848	0.009558840807	96405.16129
849	0.009535386775	96400.96114
850	0.009502605803	96399.44952
851	0.009500216882	96375.33295
852	0.00949917123	96364.37371
853	0.009498451935	96318.02838
854	0.009497925993	96284.70492
855	0.009495801353	96258.20949
856	0.009495252047	96216.12783
857	0.009495318335	96200.8873
858	0.009491737177	96195.48148
859	0.00949221902	96173.25658
860	0.00948255793	96165.41417
861	0.009473401916	96159.17905
862	0.009471526462	96128.79098
863	0.009471418643	96099.47397
864	0.009470411192	96081.59445
865	0.009468845369	96078.4483
866	0.009468148233	96073.19438
867	0.009432518655	96070.15125
868	0.009428569147	96059.9022
869	0.009400487748	96056.30854
870	0.009400546284	96036.23217
871	0.009398356397	96028.96138
872	0.009398571458	96021.4782
873	0.009380620633	96017.30495
874	0.009360365486	96012.87482
875	0.009341601827	96010.85997
876	0.009334755396	96006.65374
877	0.009334450683	95991.12663
878	0.009334769708	95979.1596
879	0.009335703584	95949.37159
880	0.009334444788	95939.48834
881	0.009292123347	95938.55388
882	0.009280152497	95916.22232
883	0.009281287038	95891.30593
884	0.009278242221	95883.42786
885	0.009272297292	95880.26605
886	0.009253256226	95877.4737
887	0.009252684121	95839.81316
888	0.009251165902	95805.65852
889	0.009251372673	95790.26386
890	0.009249927598	95781.01468
891	0.009249244888	95774.52842
892	0.009248779293	95762.09371
893	0.009247501656	95741.59611
894	0.009246841667	95737.10065
895	0.009246746261	95729.06121
896	0.009247547267	95719.56919
897	0.009247258391	95709.98956
898	0.009213927048	95708.64573
899	0.009213971571	95700.2865
900	0.009212055663	95696.46612
901	0.009205245338	95689.12113
902	0.009201864477	95670.59693
903	0.009196757884	95660.73868
904	0.009197743126	95643.46723
905	0.009194867861	95638.19485
906	0.009178316812	95635.96157
907	0.009178003579	95614.07962
908	0.009178713239	95598.53131
909	0.009179044773	95583.57073
910	0.00917877918	95567.20707
911	0.00917855131	95549.04514
912	0.009151843979	95547.91508
913	0.009138643717	95543.81911
914	0.009138370876	95530.69855
915	0.009135261879	95525.72484
916	0.009132719304	95519.24822
917	0.009128909733	95512.29376
918	0.009101094045	95510.09226
919	0.009091288487	95506.33571
920	0.009087950542	95494.20571
921	0.009087347899	95486.24983
922	0.009084965593	95479.40583
923	0.009084165478	95464.3478
924	0.009083985589	95456.22224
925	0.00908197132	95452.29976
926	0.009079049518	95448.51422
927	0.009079293993	95446.07501
928	0.009074818304	95443.17295
929	0.009073910678	95433.92162
930	0.009073973881	95427.80398
931	0.009073010397	95411.67575
932	0.0090715502	95386.04669
933	0.009070806971	95370.93677
934	0.009042771225	95366.68099
935	0.009042893913	95352.16654
936	0.009040365985	95340.75148
