iter	Passed	Remaining
4750	18650	59861
4751	18654	59857
4752	18659	59856
4753	18663	59852
4754	18666	59847
4755	18671	59847
4756	18677	59847
4757	18680	59843
4758	18684	59837
4759	18694	59853
4760	18700	59856
4761	18705	59857
4762	18710	59854
4763	18713	59848
4764	18717	59843
4765	18723	59846
4766	18727	59844
4767	18730	59838
4768	18734	59834
4769	18740	59834
4770	18743	59830
4771	18747	59825
4772	18750	59819
4773	18756	59820
4774	18760	59816
4775	18764	59813
4776	18768	59810
4777	18773	59808
4778	18777	59805
4779	18780	59800
4780	18785	59797
4781	18790	59797
4782	18794	59793
4783	18797	59788
4784	18803	59788
4785	18808	59790
4786	18812	59785
4787	18815	59779
4788	18821	59780
4789	18825	59778
4790	18829	59772
4791	18832	59767
4792	18836	59763
4793	18841	59761
4794	18844	59755
4795	18847	59750
4796	18852	59747
4797	18856	59745
4798	18860	59742
4799	18864	59738
4800	18870	59741
4801	18875	59738
4802	18878	59732
4803	18882	59727
4804	18886	59726
4805	18892	59727
4806	18895	59721
4807	18900	59721
4808	18906	59722
4809	18909	59717
4810	18913	59712
4811	18918	59710
4812	18922	59709
4813	18926	59705
4814	18930	59700
4815	18935	59700
4816	18939	59695
4817	18942	59690
4818	18946	59684
4819	18952	59689
4820	18956	59684
4821	18960	59679
4822	18965	59681
4823	18970	59679
4824	18973	59674
4825	18977	59669
4826	18981	59666
4827	18987	59666
4828	18990	59661
4829	18993	59655
4830	18999	59658
4831	19003	59652
4832	19006	59646
4833	19010	59642
4834	19015	59643
4835	19021	59643
4836	19024	59638
4837	19028	59633
4838	19034	59636
4839	19038	59632
4840	19042	59628
4841	19045	59623
4842	19050	59622
4843	19056	59625
4844	19060	59621
4845	19068	59629
4846	19072	59625
4847	19076	59621
4848	19082	59624
4849	19086	59619
4850	19089	59614
4851	19093	59610
4852	19099	59613
4853	19104	59611
4854	19108	59606
4855	19112	59605
4856	19116	59601
4857	19120	59598
4858	19125	59597
4859	19132	59602
4860	19136	59598
4861	19140	59594
4862	19144	59592
4863	19149	59589
4864	19153	59587
4865	19157	59582
4866	19162	59581
4867	19166	59577
4868	19170	59573
4869	19174	59570
4870	19180	59572
4871	19184	59570
4872	19188	59566
4873	19193	59564
4874	19197	59562
4875	19202	59559
4876	19205	59555
4877	19210	59553
4878	19215	59552
4879	19220	59551
4880	19225	59551
4881	19231	59552
4882	19235	59551
4883	19239	59547
4884	19246	59552
4885	19250	59548
4886	19254	59544
4887	19258	59542
4888	19262	59537
4889	19266	59533
4890	19270	59528
4891	19275	59527
4892	19279	59526
4893	19283	59520
4894	19286	59514
4895	19291	59512
4896	19295	59510
4897	19299	59506
4898	19303	59502
4899	19308	59503
4900	19320	59522
4901	19330	59535
4902	19337	59542
4903	19342	59543
4904	19348	59543
4905	19352	59539
4906	19356	59537
4907	19362	59539
4908	19366	59536
4909	19370	59533
4910	19375	59530
4911	19381	59531
4912	19384	59527
4913	19388	59522
4914	19393	59521
4915	19400	59526
4916	19404	59523
4917	19411	59527
4918	19415	59524
4919	19419	59520
4920	19425	59524
4921	19429	59519
4922	19433	59514
4923	19436	59510
4924	19442	59511
4925	19445	59506
4926	19449	59501
4927	19454	59500
4928	19460	59502
4929	19464	59499
4930	19468	59495
4931	19473	59494
4932	19477	59491
4933	19481	59486
4934	19485	59482
4935	19490	59483
4936	19494	59478
4937	19498	59474
4938	19502	59471
4939	19507	59470
4940	19511	59466
4941	19515	59463
4942	19519	59459
4943	19524	59458
4944	19528	59455
4945	19532	59451
4946	19537	59449
4947	19542	59447
4948	19546	59443
4949	19549	59437
4950	19553	59433
4951	19556	59428
4952	19560	59423
4953	19564	59419
4954	19570	59422
4955	19575	59422
4956	19579	59417
4957	19583	59414
4958	19588	59414
4959	19593	59411
4960	19597	59409
4961	19602	59407
4962	19608	59410
4963	19613	59408
4964	19618	59409
4965	19624	59410
4966	19629	59409
4967	19636	59414
4968	19641	59415
4969	19646	59413
4970	19652	59416
4971	19656	59412
4972	19660	59407
4973	19663	59401
4974	19669	59404
4975	19674	59403
4976	19678	59400
4977	19682	59394
4978	19687	59393
4979	19691	59389
4980	19695	59385
4981	19699	59382
4982	19704	59381
4983	19707	59377
4984	19712	59373
4985	19715	59368
4986	19720	59367
4987	19724	59362
4988	19728	59359
4989	19733	59357
4990	19738	59356
4991	19741	59352
4992	19745	59348
4993	19750	59345
4994	19755	59346
4995	19760	59343
4996	19765	59342
4997	19770	59343
4998	19774	59340
4999	19778	59335
5000	19782	59331
5001	19787	59329
5002	19790	59324
5003	19794	59320
5004	19799	59319
5005	19803	59316
5006	19807	59311
5007	19811	59307
5008	19815	59304
5009	19820	59304
5010	19824	59300
5011	19828	59296
5012	19833	59295
5013	19838	59293
5014	19842	59291
5015	19847	59290
5016	19852	59288
5017	19857	59287
5018	19861	59282
5019	19867	59284
5020	19870	59280
5021	19874	59276
5022	19881	59279
5023	19886	59280
5024	19891	59277
5025	19896	59277
5026	19902	59280
5027	19907	59279
5028	19912	59279
5029	19917	59276
5030	19921	59274
5031	19926	59272
5032	19932	59273
5033	19936	59270
5034	19940	59266
5035	19944	59263
5036	19949	59262
5037	19953	59258
5038	19958	59256
5039	19963	59257
5040	19967	59253
5041	19971	59249
5042	19975	59244
5043	19980	59243
5044	19985	59242
5045	19988	59236
5046	19992	59231
5047	19996	59229
5048	20000	59226
5049	20004	59222
5050	20009	59218
5051	20015	59223
5052	20019	59217
5053	20022	59212
5054	20027	59210
5055	20032	59209
5056	20036	59205
5057	20040	59202
5058	20046	59205
5059	20050	59201
5060	20056	59201
5061	20062	59205
5062	20067	59202
5063	20071	59200
5064	20076	59199
5065	20082	59200
5066	20086	59196
5067	20090	59192
5068	20097	59198
5069	20102	59196
5070	20106	59192
5071	20111	59193
5072	20116	59191
5073	20120	59187
5074	20124	59184
5075	20130	59185
5076	20134	59181
5077	20138	59177
5078	20146	59185
5079	20150	59180
5080	20154	59177
5081	20160	59179
5082	20164	59175
5083	20167	59170
5084	20171	59165
5085	20176	59164
5086	20182	59165
5087	20185	59161
5088	20191	59160
5089	20195	59157
5090	20199	59153
5091	20202	59148
5092	20208	59150
5093	20212	59144
5094	20215	59138
5095	20218	59132
5096	20224	59134
5097	20228	59131
5098	20232	59126
5099	20236	59122
5100	20242	59124
5101	20246	59119
5102	20250	59115
5103	20254	59112
5104	20258	59107
5105	20262	59105
5106	20266	59101
5107	20270	59098
5108	20277	59100
5109	20280	59094
5110	20284	59090
5111	20288	59088
5112	20293	59087
5113	20297	59083
5114	20301	59079
5115	20309	59085
5116	20312	59080
5117	20316	59074
5118	20320	59071
5119	20324	59069
5120	20329	59065
5121	20332	59060
5122	20337	59058
5123	20341	59056
5124	20345	59052
5125	20349	59047
5126	20353	59044
5127	20357	59040
5128	20362	59038
5129	20365	59032
5130	20370	59030
5131	20375	59029
5132	20378	59023
5133	20382	59018
5134	20386	59015
5135	20391	59013
5136	20394	59009
5137	20398	59004
5138	20402	59000
5139	20407	58998
5140	20410	58992
5141	20414	58987
5142	20418	58983
5143	20423	58983
5144	20426	58977
5145	20430	58972
5146	20434	58968
5147	20439	58966
5148	20443	58964
5149	20447	58960
5150	20456	58970
5151	20459	58965
5152	20463	58961
5153	20469	58961
5154	20472	58956
5155	20476	58950
5156	20479	58944
5157	20485	58945
5158	20488	58941
5159	20493	58937
5160	20497	58933
5161	20503	58935
5162	20506	58930
5163	20510	58926
5164	20515	58923
5165	20520	58924
5166	20524	58919
5167	20528	58916
5168	20532	58913
5169	20537	58911
5170	20541	58907
5171	20545	58902
5172	20551	58904
5173	20554	58899
5174	20558	58893
5175	20561	58888
5176	20567	58889
5177	20571	58885
5178	20574	58879
5179	20578	58876
5180	20583	58874
5181	20587	58869
5182	20591	58866
5183	20599	58872
5184	20604	58872
5185	20608	58868
5186	20614	58869
5187	20617	58864
5188	20621	58860
5189	20625	58856
5190	20629	58852
5191	20633	58847
5192	20637	58844
5193	20641	58840
5194	20644	58835
5195	20648	58830
5196	20652	58825
5197	20655	58820
5198	20659	58816
5199	20663	58810
5200	20667	58808
5201	20671	58804
5202	20675	58799
5203	20679	58794
5204	20682	58789
5205	20686	58784
5206	20690	58779
5207	20693	58775
5208	20697	58770
5209	20700	58764
5210	20704	58759
5211	20707	58753
5212	20711	58748
5213	20714	58743
5214	20718	58737
5215	20721	58731
5216	20724	58725
5217	20728	58720
5218	20731	58714
5219	20735	58709
5220	20738	58702
5221	20742	58698
5222	20745	58693
5223	20748	58688
5224	20752	58682
5225	20755	58676
5226	20759	58672
5227	20763	58667
5228	20766	58663
5229	20771	58659
5230	20775	58655
5231	20778	58649
5232	20782	58645
5233	20785	58638
5234	20788	58632
5235	20792	58629
5236	20796	58625
5237	20800	58621
5238	20804	58616
5239	20807	58610
5240	20811	58606
5241	20815	58601
5242	20818	58596
5243	20823	58594
5244	20826	58589
5245	20830	58583
5246	20834	58579
5247	20837	58574
5248	20841	58570
5249	20845	58566
5250	20850	58564
5251	20854	58560
5252	20858	58557
5253	20862	58553
5254	20866	58549
5255	20869	58543
5256	20873	58539
5257	20878	58537
5258	20882	58533
5259	20885	58528
5260	20889	58524
5261	20893	58519
5262	20896	58512
5263	20900	58509
5264	20904	58505
5265	20907	58498
5266	20911	58493
5267	20915	58489
5268	20918	58484
5269	20922	58481
5270	20927	58477
5271	20930	58472
5272	20933	58466
5273	20938	58464
5274	20941	58458
5275	20946	58455
5276	20950	58452
5277	20957	58456
5278	20961	58453
5279	20968	58457
5280	20974	58459
5281	20978	58456
5282	20983	58452
5283	20988	58454
5284	20992	58449
5285	20996	58446
5286	21001	58443
5287	21005	58441
5288	21009	58436
5289	21014	58436
5290	21019	58432
5291	21022	58428
5292	21026	58423
5293	21032	58424
5294	21036	58420
5295	21039	58416
5296	21043	58411
5297	21050	58415
5298	21054	58411
5299	21058	58408
5300	21062	58403
5301	21067	58402
5302	21071	58398
5303	21075	58393
5304	21078	58387
5305	21082	58384
5306	21086	58379
5307	21089	58373
5308	21092	58368
5309	21096	58363
5310	21101	58362
5311	21106	58359
5312	21109	58355
5313	21115	58354
5314	21118	58350
5315	21122	58345
5316	21126	58340
5317	21130	58338
5318	21135	58336
5319	21139	58332
5320	21143	58327
5321	21147	58325
5322	21151	58321
5323	21155	58316
5324	21158	58311
5325	21163	58308
5326	21167	58305
5327	21171	58301
5328	21177	58303
5329	21182	58300
5330	21186	58296
5331	21189	58291
5332	21193	58286
5333	21198	58286
5334	21202	58281
5335	21206	58276
5336	21210	58273
5337	21215	58271
5338	21218	58266
5339	21222	58261
5340	21226	58259
5341	21231	58257
5342	21235	58253
5343	21239	58249
5344	21243	58246
5345	21247	58242
5346	21251	58237
5347	21255	58233
5348	21259	58229
5349	21264	58229
5350	21267	58223
5351	21271	58218
5352	21275	58213
5353	21278	58208
5354	21282	58204
5355	21286	58199
5356	21290	58197
5357	21295	58193
5358	21299	58189
5359	21302	58184
5360	21306	58179
5361	21310	58175
5362	21314	58171
5363	21317	58166
5364	21325	58171
5365	21330	58172
5366	21335	58169
5367	21339	58167
5368	21344	58164
5369	21347	58158
5370	21350	58153
5371	21355	58150
5372	21359	58146
5373	21362	58140
5374	21366	58136
5375	21370	58131
5376	21374	58128
5377	21377	58122
5378	21381	58118
5379	21386	58116
5380	21391	58114
5381	21395	58112
5382	21398	58106
5383	21402	58101
5384	21405	58095
5385	21409	58090
5386	21412	58084
5387	21416	58080
5388	21420	58075
5389	21423	58070
5390	21427	58067
5391	21431	58061
5392	21435	58058
5393	21439	58053
5394	21443	58049
5395	21447	58046
5396	21451	58042
5397	21454	58036
5398	21458	58031
5399	21461	58026
5400	21465	58022
5401	21469	58018
5402	21473	58012
5403	21478	58011
5404	21481	58006
5405	21486	58006
5406	21492	58007
5407	21496	58001
5408	21500	57998
5409	21503	57992
5410	21509	57994
5411	21513	57989
5412	21516	57983
5413	21519	57977
5414	21524	57974
5415	21531	57979
5416	21536	57978
5417	21543	57981
5418	21549	57982
5419	21553	57979
5420	21559	57981
5421	21563	57976
5422	21567	57972
5423	21571	57970
5424	21576	57967
5425	21579	57962
5426	21583	57958
5427	21588	57956
5428	21592	57953
5429	21596	57949
5430	21600	57945
5431	21605	57942
5432	21608	57937
5433	21611	57930
5434	21615	57926
5435	21619	57922
5436	21624	57920
5437	21628	57916
5438	21631	57911
5439	21635	57907
5440	21640	57904
5441	21644	57901
5442	21648	57897
5443	21652	57894
5444	21656	57890
5445	21660	57886
5446	21664	57883
5447	21668	57879
5448	21674	57880
5449	21679	57877
5450	21683	57873
5451	21687	57871
5452	21693	57871
5453	21697	57867
5454	21701	57864
5455	21705	57860
5456	21709	57856
5457	21713	57851
5458	21716	57846
5459	21721	57845
5460	21725	57839
5461	21728	57834
5462	21732	57830
5463	21736	57827
5464	21740	57822
5465	21744	57817
5466	21748	57813
5467	21751	57807
5468	21755	57803
5469	21759	57798
5470	21762	57793
5471	21765	57787
5472	21769	57782
5473	21773	57777
5474	21776	57773
5475	21780	57769
5476	21784	57764
5477	21789	57762
5478	21792	57756
5479	21795	57751
5480	21800	57748
5481	21803	57742
5482	21806	57736
5483	21810	57732
5484	21815	57731
5485	21819	57725
5486	21822	57720
5487	21825	57714
5488	21829	57710
5489	21835	57712
5490	21839	57706
5491	21842	57701
5492	21849	57704
5493	21853	57701
5494	21857	57696
5495	21861	57693
5496	21866	57690
5497	21870	57686
5498	21873	57681
5499	21877	57676
5500	21880	57671
5501	21885	57668
5502	21890	57667
5503	21893	57662
5504	21897	57658
5505	21901	57654
5506	21905	57649
5507	21909	57646
5508	21914	57643
5509	21918	57640
5510	21922	57636
5511	21926	57632
5512	21930	57627
5513	21934	57624
5514	21938	57621
5515	21942	57617
5516	21947	57616
5517	21951	57611
5518	21954	57604
5519	21958	57602
5520	21962	57596
5521	21965	57592
5522	21969	57587
5523	21973	57581
5524	21977	57578
5525	21981	57574
5526	21984	57569
5527	21988	57565
5528	21992	57561
5529	21996	57557
5530	21999	57551
5531	22003	57546
5532	22006	57540
5533	22010	57536
5534	22014	57532
5535	22018	57527
5536	22022	57523
5537	22027	57523
5538	22031	57520
5539	22035	57514
5540	22039	57509
5541	22042	57503
5542	22046	57500
5543	22049	57494
5544	22052	57488
5545	22056	57483
5546	22062	57484
5547	22066	57480
5548	22070	57476
5549	22075	57476
5550	22079	57471
5551	22083	57466
5552	22087	57463
5553	22094	57467
5554	22098	57463
5555	22103	57462
5556	22107	57458
5557	22111	57453
5558	22114	57448
5559	22118	57443
5560	22122	57439
5561	22125	57434
5562	22129	57429
5563	22133	57425
5564	22137	57422
5565	22140	57416
5566	22144	57411
5567	22147	57406
5568	22151	57401
5569	22156	57399
5570	22160	57395
5571	22163	57389
5572	22167	57384
5573	22170	57380
5574	22174	57375
5575	22178	57370
5576	22181	57364
5577	22184	57358
5578	22188	57353
5579	22191	57348
5580	22195	57343
5581	22199	57339
5582	22202	57333
5583	22206	57328
5584	22209	57323
5585	22213	57318
5586	22216	57313
5587	22220	57309
5588	22225	57306
5589	22230	57305
5590	22235	57304
5591	22239	57299
5592	22242	57295
5593	22246	57289
5594	22249	57284
5595	22252	57278
5596	22256	57273
5597	22260	57270
5598	22263	57264
5599	22267	57260
5600	22272	57258
5601	22275	57252
5602	22279	57248
5603	22283	57242
5604	22286	57238
5605	22291	57235
5606	22295	57231
5607	22298	57226
5608	22302	57221
5609	22306	57217
5610	22310	57213
5611	22314	57208
5612	22318	57204
5613	22323	57203
5614	22326	57198
5615	22329	57192
5616	22333	57187
5617	22338	57185
5618	22342	57181
5619	22345	57176
5620	22349	57171
5621	22353	57166
5622	22356	57162
5623	22360	57157
5624	22363	57151
5625	22367	57147
5626	22372	57145
5627	22375	57139
5628	22379	57134
5629	22383	57130
5630	22386	57125
5631	22390	57120
5632	22393	57114
5633	22396	57109
5634	22401	57105
5635	22405	57102
5636	22408	57097
5637	22412	57092
5638	22416	57088
5639	22420	57083
5640	22423	57077
5641	22426	57071
5642	22429	57065
5643	22432	57059
5644	22436	57055
5645	22440	57050
5646	22443	57044
5647	22447	57039
5648	22450	57033
5649	22454	57029
5650	22457	57024
5651	22461	57019
5652	22464	57013
5653	22467	57008
5654	22471	57004
5655	22476	57001
5656	22479	56995
5657	22483	56991
5658	22487	56986
5659	22490	56982
5660	22494	56977
5661	22498	56972
5662	22502	56969
5663	22506	56964
5664	22510	56962
5665	22514	56957
5666	22518	56953
5667	22521	56947
5668	22525	56943
5669	22529	56938
5670	22532	56934
5671	22536	56930
5672	22542	56930
5673	22546	56926
5674	22551	56925
5675	22555	56921
5676	22559	56916
5677	22562	56911
5678	22568	56912
5679	22572	56909
5680	22576	56904
5681	22581	56903
5682	22585	56899
5683	22589	56894
5684	22593	56890
5685	22598	56888
5686	22602	56885
5687	22606	56880
5688	22609	56876
5689	22614	56873
5690	22618	56869
5691	22621	56863
5692	22624	56857
5693	22633	56864
5694	22636	56859
5695	22640	56855
5696	22647	56858
5697	22650	56853
5698	22653	56847
5699	22657	56841
5700	22662	56840
5701	22667	56839
5702	22671	56834
5703	22675	56830
5704	22679	56827
5705	22683	56823
5706	22686	56817
5707	22689	56812
5708	22694	56809
5709	22698	56806
5710	22701	56800
5711	22705	56795
5712	22709	56792
5713	22713	56787
5714	22717	56782
5715	22720	56777
5716	22725	56776
5717	22730	56775
5718	22734	56769
5719	22737	56764
5720	22741	56759
5721	22744	56755
5722	22748	56750
5723	22752	56745
5724	22755	56740
5725	22760	56738
5726	22764	56734
5727	22768	56729
5728	22772	56726
5729	22776	56723
5730	22780	56718
5731	22784	56714
5732	22789	56712
5733	22794	56711
5734	22798	56706
5735	22801	56702
5736	22805	56697
5737	22810	56695
5738	22813	56691
5739	22817	56686
5740	22823	56686
5741	22827	56683
5742	22831	56680
5743	22835	56675
5744	22839	56671
5745	22843	56667
5746	22847	56662
5747	22850	56658
5748	22855	56654
5749	22859	56652
5750	22863	56648
5751	22867	56644
5752	22871	56639
5753	22874	56634
5754	22878	56629
5755	22882	56624
5756	22885	56619
5757	22889	56614
5758	22893	56611
5759	22897	56607
5760	22901	56603
5761	22904	56598
5762	22909	56594
5763	22912	56589
5764	22916	56585
5765	22919	56580
5766	22923	56574
5767	22927	56570
5768	22930	56566
5769	22934	56561
5770	22938	56557
5771	22942	56553
5772	22946	56549
5773	22950	56545
5774	22954	56541
5775	22958	56538
5776	22962	56533
5777	22965	56528
5778	22969	56524
5779	22973	56520
5780	22978	56516
5781	22981	56512
5782	22985	56507
5783	22988	56502
5784	22992	56497
5785	22995	56491
5786	22999	56486
5787	23002	56479
5788	23007	56480
5789	23013	56479
5790	23016	56474
5791	23020	56469
5792	23023	56464
5793	23027	56459
5794	23030	56454
5795	23034	56449
5796	23038	56444
5797	23042	56440
5798	23045	56436
5799	23049	56432
5800	23054	56429
5801	23058	56425
5802	23062	56422
5803	23066	56418
5804	23070	56414
5805	23074	56409
5806	23077	56404
5807	23081	56400
5808	23085	56395
5809	23089	56391
5810	23092	56387
5811	23096	56382
5812	23100	56379
5813	23104	56374
5814	23108	56370
5815	23112	56365
5816	23116	56362
5817	23120	56358
5818	23124	56354
5819	23128	56350
5820	23132	56346
5821	23135	56341
5822	23139	56336
5823	23142	56331
5824	23146	56327
5825	23150	56322
5826	23155	56320
5827	23158	56315
5828	23162	56309
5829	23166	56306
5830	23170	56302
5831	23173	56296
5832	23177	56291
5833	23180	56285
5834	23183	56280
5835	23187	56276
5836	23191	56272
5837	23195	56267
5838	23199	56263
5839	23205	56264
5840	23209	56261
5841	23213	56257
5842	23217	56252
5843	23220	56247
5844	23224	56242
5845	23228	56239
5846	23232	56235
5847	23237	56233
5848	23240	56228
5849	23244	56224
5850	23248	56219
5851	23252	56214
5852	23255	56209
5853	23258	56204
5854	23262	56199
5855	23265	56194
5856	23269	56188
5857	23272	56183
5858	23276	56177
5859	23279	56172
5860	23282	56166
5861	23286	56161
5862	23290	56157
5863	23293	56152
5864	23297	56147
5865	23301	56144
5866	23305	56139
5867	23308	56134
5868	23312	56130
5869	23316	56125
5870	23319	56120
5871	23322	56114
5872	23326	56108
5873	23329	56103
5874	23332	56098
5875	23336	56092
5876	23339	56087
5877	23343	56081
5878	23346	56076
5879	23350	56071
5880	23353	56067
5881	23357	56062
5882	23360	56057
5883	23365	56054
5884	23368	56049
5885	23372	56044
5886	23375	56039
5887	23379	56033
5888	23383	56029
5889	23386	56025
5890	23390	56020
5891	23394	56016
5892	23398	56013
5893	23402	56008
5894	23405	56003
5895	23409	55999
5896	23414	55996
5897	23417	55990
5898	23420	55985
5899	23424	55979
5900	23427	55974
5901	23431	55969
5902	23434	55963
5903	23437	55958
5904	23440	55952
5905	23444	55948
5906	23448	55943
5907	23451	55938
5908	23455	55934
5909	23459	55929
5910	23463	55925
5911	23466	55919
5912	23469	55913
5913	23473	55908
5914	23476	55903
5915	23480	55898
5916	23483	55893
5917	23487	55889
5918	23490	55883
5919	23495	55880
5920	23498	55874
5921	23502	55870
5922	23505	55865
5923	23509	55860
5924	23513	55857
5925	23517	55852
5926	23521	55848
5927	23524	55843
5928	23529	55840
5929	23532	55835
5930	23536	55831
5931	23540	55827
5932	23543	55821
5933	23547	55817
5934	23551	55813
5935	23555	55810
5936	23560	55806
5937	23563	55801
5938	23567	55796
5939	23571	55792
5940	23574	55787
5941	23578	55782
5942	23581	55777
5943	23584	55771
5944	23588	55766
5945	23591	55761
5946	23594	55755
5947	23598	55749
5948	23602	55746
5949	23606	55743
5950	23612	55744
5951	23616	55739
5952	23620	55735
5953	23623	55730
5954	23627	55725
5955	23631	55721
5956	23635	55718
5957	23639	55713
5958	23643	55709
5959	23646	55705
5960	23650	55700
5961	23654	55695
5962	23657	55691
5963	23661	55686
5964	23665	55682
5965	23668	55677
5966	23672	55672
5967	23676	55668
5968	23680	55663
5969	23684	55660
5970	23688	55657
5971	23692	55653
5972	23697	55650
5973	23701	55646
5974	23705	55642
5975	23709	55638
5976	23712	55633
5977	23716	55629
5978	23720	55624
5979	23724	55621
5980	23729	55619
5981	23732	55613
5982	23736	55608
5983	23740	55605
5984	23743	55600
5985	23747	55595
5986	23750	55590
5987	23753	55584
5988	23758	55582
5989	23762	55577
5990	23766	55573
5991	23769	55568
5992	23774	55566
5993	23779	55563
5994	23783	55560
5995	23787	55558
5996	23791	55552
5997	23794	55547
5998	23798	55543
5999	23802	55538
6000	23806	55535
6001	23810	55531
6002	23814	55526
6003	23818	55522
6004	23822	55519
6005	23827	55517
6006	23830	55512
6007	23834	55507
6008	23838	55503
6009	23841	55498
6010	23845	55493
6011	23849	55489
6012	23853	55487
6013	23857	55482
6014	23861	55477
6015	23864	55472
6016	23867	55466
6017	23871	55463
6018	23875	55459
6019	23879	55454
6020	23883	55451
6021	23887	55447
6022	23891	55443
6023	23895	55438
6024	23899	55434
6025	23903	55430
6026	23907	55426
6027	23910	55421
6028	23914	55417
6029	23918	55414
6030	23923	55410
6031	23928	55409
6032	23934	55411
6033	23939	55408
6034	23943	55404
6035	23947	55401
6036	23951	55397
6037	23954	55391
6038	23958	55386
6039	23961	55380
6040	23964	55375
6041	23968	55370
6042	23971	55365
6043	23974	55359
6044	23978	55355
6045	23982	55350
6046	23986	55346
6047	23991	55345
6048	23994	55339
6049	23998	55334
6050	24001	55329
6051	24005	55324
6052	24008	55320
6053	24012	55315
6054	24017	55312
6055	24020	55307
6056	24024	55303
6057	24027	55298
6058	24031	55294
6059	24035	55288
6060	24038	55284
6061	24042	55278
6062	24045	55274
6063	24049	55270
6064	24054	55266
6065	24058	55263
6066	24062	55259
6067	24066	55255
6068	24069	55251
6069	24073	55245
6070	24076	55240
6071	24080	55235
6072	24084	55232
6073	24088	55227
6074	24092	55223
6075	24096	55219
6076	24100	55217
6077	24104	55212
6078	24107	55206
6079	24110	55200
6080	24114	55195
6081	24117	55189
6082	24120	55184
6083	24124	55179
6084	24127	55173
6085	24131	55169
6086	24134	55164
6087	24138	55160
6088	24142	55155
6089	24146	55151
6090	24149	55147
6091	24153	55143
6092	24157	55137
6093	24160	55132
6094	24164	55128
6095	24167	55123
6096	24171	55117
6097	24174	55112
6098	24178	55107
6099	24181	55101
6100	24184	55096
6101	24188	55091
6102	24191	55086
6103	24195	55082
6104	24199	55078
6105	24203	55073
6106	24206	55068
6107	24210	55063
6108	24213	55058
6109	24217	55054
6110	24221	55049
6111	24224	55044
6112	24229	55042
6113	24233	55038
6114	24237	55034
6115	24241	55029
6116	24244	55025
6117	24248	55021
6118	24252	55016
6119	24255	55011
6120	24259	55007
6121	24263	55002
6122	24267	54998
6123	24270	54993
6124	24275	54991
6125	24279	54988
6126	24284	54986
6127	24289	54985
6128	24293	54981
6129	24297	54976
6130	24301	54971
6131	24304	54966
6132	24308	54962
6133	24312	54958
6134	24316	54953
6135	24319	54949
6136	24323	54944
6137	24327	54941
6138	24331	54936
6139	24334	54931
6140	24338	54926
6141	24341	54921
6142	24344	54915
6143	24348	54911
6144	24352	54906
6145	24355	54901
6146	24359	54896
6147	24362	54891
6148	24366	54886
6149	24370	54882
6150	24373	54877
6151	24377	54873
6152	24381	54870
6153	24385	54866
6154	24389	54861
6155	24392	54855
6156	24396	54851
6157	24400	54847
6158	24403	54842
6159	24407	54838
6160	24411	54832
6161	24415	54829
6162	24418	54824
6163	24422	54819
6164	24425	54814
6165	24428	54808
6166	24432	54803
6167	24436	54798
6168	24439	54794
6169	24443	54789
6170	24446	54784
6171	24449	54778
6172	24453	54773
6173	24456	54768
6174	24460	54762
6175	24463	54758
6176	24467	54753
6177	24471	54749
6178	24475	54746
6179	24479	54741
6180	24483	54737
6181	24486	54732
6182	24490	54727
6183	24493	54722
6184	24497	54717
6185	24501	54713
6186	24505	54710
6187	24509	54707
6188	24513	54702
6189	24517	54699
6190	24522	54696
6191	24526	54692
6192	24529	54687
6193	24533	54683
6194	24537	54679
6195	24541	54675
6196	24545	54671
6197	24548	54666
6198	24552	54661
6199	24556	54657
6200	24560	54653
6201	24564	54649
6202	24567	54645
6203	24573	54644
6204	24577	54640
6205	24580	54635
6206	24584	54630
6207	24589	54628
6208	24592	54623
6209	24596	54619
6210	24601	54616
6211	24604	54612
6212	24609	54609
6213	24613	54605
6214	24617	54601
6215	24621	54597
6216	24624	54592
6217	24628	54588
6218	24633	54585
6219	24637	54583
6220	24641	54579
6221	24645	54574
6222	24649	54570
6223	24652	54565
6224	24656	54560
6225	24659	54555
6226	24663	54550
6227	24666	54546
6228	24671	54543
6229	24675	54538
6230	24678	54533
6231	24682	54528
6232	24685	54523
6233	24688	54517
6234	24691	54512
6235	24695	54506
6236	24698	54501
6237	24702	54496
6238	24706	54492
6239	24710	54489
6240	24714	54485
6241	24717	54480
6242	24722	54477
6243	24726	54473
6244	24729	54468
6245	24733	54465
6246	24737	54460
6247	24740	54453
6248	24744	54450
6249	24747	54445
6250	24751	54440
6251	24754	54435
6252	24758	54431
6253	24761	54425
6254	24765	54420
6255	24768	54415
6256	24772	54410
6257	24776	54405
6258	24780	54402
6259	24783	54397
6260	24787	54392
6261	24790	54387
6262	24794	54382
6263	24798	54378
6264	24801	54373
6265	24805	54368
6266	24808	54364
6267	24812	54359
6268	24816	54354
6269	24819	54350
6270	24823	54346
6271	24827	54342
6272	24831	54338
6273	24835	54333
6274	24838	54329
6275	24842	54323
6276	24845	54318
6277	24849	54314
6278	24853	54310
6279	24857	54306
6280	24861	54302
6281	24865	54298
6282	24869	54294
6283	24872	54289
6284	24876	54285
6285	24882	54285
6286	24886	54281
6287	24890	54276
6288	24893	54272
6289	24897	54268
6290	24901	54264
6291	24905	54259
6292	24910	54257
6293	24916	54258
6294	24919	54253
6295	24923	54249
6296	24927	54246
6297	24933	54245
6298	24936	54240
6299	24940	54235
6300	24946	54236
6301	24952	54236
6302	24957	54234
6303	24963	54234
